Tempo(s),PWM_Aplicado(%),RPM_M1_Raw,RPM_M1_Raw_Filt
0.6150,0,0.0000,-0.0000
0.6200,0,0.0000,-0.0000
0.6250,0,0.0000,0.0000
0.6300,0,0.0000,0.0000
0.6350,0,0.0000,0.0000
0.6400,0,0.0000,0.0000
0.6450,0,0.0000,0.0000
0.6500,0,0.0000,0.0000
0.6550,0,0.0000,0.0000
0.6600,0,0.0000,0.0000
0.6650,0,0.0000,0.0000
0.6700,0,0.0000,0.0000
0.6750,0,0.0000,0.0000
0.6800,0,0.0000,0.0000
0.6850,0,0.0000,0.0000
0.6900,0,0.0000,0.0000
0.6950,0,0.0000,-0.0000
0.7000,0,0.0000,-0.0000
0.7050,0,0.0000,-0.0000
0.7100,0,0.0000,-0.0000
0.7150,0,0.0000,-0.0000
0.7200,0,0.0000,-0.0000
0.7250,0,0.0000,-0.0000
0.7300,0,0.0000,-0.0000
0.7350,0,0.0000,-0.0000
0.7400,0,0.0000,-0.0000
0.7450,0,0.0000,-0.0000
0.7500,0,0.0000,-0.0000
0.7550,0,0.0000,-0.0000
0.7600,0,0.0000,0.0000
0.7650,0,0.0000,0.0000
0.7700,0,0.0000,0.0000
0.7750,0,0.0000,0.0000
0.7800,0,0.0000,0.0000
0.7850,0,0.0000,0.0000
0.7900,0,0.0000,0.0000
0.7950,0,0.0000,0.0000
0.8000,0,0.0000,0.0000
0.8050,0,0.0000,0.0000
0.8100,0,0.0000,0.0000
0.8150,0,0.0000,0.0000
0.8200,0,0.0000,0.0000
0.8250,0,0.0000,0.0000
0.8300,0,0.0000,-0.0000
0.8350,0,0.0000,-0.0000
0.8400,0,0.0000,-0.0000
0.8450,0,0.0000,-0.0000
0.8500,0,0.0000,-0.0000
0.8550,0,0.0000,-0.0000
0.8600,0,0.0000,-0.0000
0.8650,0,0.0000,-0.0000
0.8700,0,0.0000,-0.0000
0.8750,0,0.0000,-0.0000
0.8800,0,0.0000,-0.0000
0.8850,0,0.0000,-0.0000
0.8900,0,0.0000,-0.0000
0.8950,0,0.0000,-0.0000
0.9000,0,0.0000,0.0000
0.9050,0,0.0000,0.0000
0.9100,0,0.0000,0.0000
0.9150,0,0.0000,0.0000
0.9200,0,0.0000,0.0000
0.9250,0,0.0000,0.0000
0.9300,0,0.0000,0.0000
0.9350,0,0.0000,0.0000
0.9400,0,0.0000,0.0000
0.9450,0,0.0000,0.0000
0.9500,0,0.0000,0.0000
0.9550,0,0.0000,0.0000
0.9600,0,0.0000,0.0000
0.9650,0,0.0000,0.0000
0.9700,0,0.0000,-0.0000
0.9750,0,0.0000,-0.0000
0.9800,0,0.0000,-0.0000
0.9850,0,0.0000,-0.0000
0.9900,0,0.0000,-0.0000
0.9950,0,0.0000,-0.0000
1.0000,0,0.0000,-0.0000
1.0050,0,0.0000,-0.0000
1.0100,0,0.0000,-0.0000
1.0150,0,0.0000,-0.0000
1.0200,0,0.0000,-0.0000
1.0250,0,0.0000,-0.0000
1.0300,0,0.0000,-0.0000
1.0350,0,0.0000,-0.0000
1.0400,0,0.0000,0.0000
1.0450,0,0.0000,0.0000
1.0500,0,0.0000,0.0000
1.0550,0,0.0000,0.0000
1.0600,0,0.0000,0.0000
1.0650,0,0.0000,0.0000
1.0700,0,0.0000,0.0000
1.0750,0,0.0000,0.0000
1.0800,0,0.0000,0.0000
1.0850,0,0.0000,0.0000
1.0900,0,0.0000,0.0000
1.0950,0,0.0000,0.0000
1.1000,0,0.0000,0.0000
1.1050,0,0.0000,0.0000
1.1100,0,0.0000,-0.0000
1.1150,0,0.0000,-0.0000
1.1200,0,0.0000,-0.0000
1.1250,0,0.0000,-0.0000
1.1300,0,0.0000,-0.0000
1.1350,0,0.0000,-0.0000
1.1400,0,0.0000,-0.0000
1.1450,0,0.0000,-0.0000
1.1500,0,0.0000,-0.0000
1.1550,0,0.0000,-0.0000
1.1600,0,0.0000,-0.0000
1.1650,0,0.0000,-0.0000
1.1700,0,0.0000,-0.0000
1.1750,0,0.0000,-0.0000
1.1800,0,0.0000,0.0000
1.1850,0,0.0000,0.0000
1.1900,0,0.0000,0.0000
1.1950,0,0.0000,0.0000
1.2000,0,0.0000,0.0000
1.2050,0,0.0000,0.0000
1.2100,0,0.0000,0.0000
1.2150,0,0.0000,0.0000
1.2200,0,0.0000,0.0000
1.2250,0,0.0000,0.0000
1.2300,0,0.0000,0.0000
1.2350,0,0.0000,0.0000
1.2400,0,0.0000,0.0000
1.2450,0,0.0000,0.0000
1.2500,0,0.0000,-0.0000
1.2550,0,0.0000,-0.0000
1.2600,0,0.0000,-0.0000
1.2650,0,0.0000,-0.0000
1.2700,0,0.0000,-0.0000
1.2750,0,0.0000,-0.0000
1.2800,0,0.0000,-0.0000
1.2850,0,0.0000,-0.0000
1.2900,0,0.0000,-0.0000
1.2950,0,0.0000,-0.0000
1.3000,0,0.0000,-0.0000
1.3050,0,0.0000,-0.0000
1.3100,0,0.0000,-0.0000
1.3150,0,0.0000,-0.0000
1.3200,0,0.0000,0.0000
1.3250,0,0.0000,0.0000
1.3300,0,0.0000,0.0000
1.3350,0,0.0000,0.0000
1.3400,0,0.0000,0.0000
1.3450,0,0.0000,0.0000
1.3500,0,0.0000,0.0000
1.3550,0,0.0000,0.0000
1.3600,0,0.0000,0.0000
1.3650,0,0.0000,0.0000
1.3700,0,0.0000,0.0000
1.3750,0,0.0000,0.0000
1.3800,0,0.0000,0.0000
1.3850,0,0.0000,0.0000
1.3900,0,0.0000,-0.0000
1.3950,0,0.0000,-0.0000
1.4000,0,0.0000,-0.0000
1.4050,0,0.0000,-0.0000
1.4100,0,0.0000,-0.0000
1.4150,0,0.0000,-0.0000
1.4200,0,0.0000,-0.0000
1.4250,0,0.0000,-0.0000
1.4300,0,0.0000,-0.0000
1.4350,0,0.0000,-0.0000
1.4400,0,0.0000,-0.0000
1.4450,0,0.0000,-0.0000
1.4500,0,0.0000,-0.0000
1.4550,0,0.0000,-0.0000
1.4600,0,0.0000,0.0000
1.4650,0,0.0000,0.0000
1.4700,0,0.0000,0.0000
1.4750,0,0.0000,0.0000
1.4800,0,0.0000,0.0000
1.4850,0,0.0000,0.0000
1.4900,0,0.0000,0.0000
1.4950,0,0.0000,0.0000
1.5000,0,0.0000,0.0000
1.5050,0,0.0000,0.0000
1.5100,0,0.0000,0.0000
1.5150,0,0.0000,0.0000
1.5200,0,0.0000,0.0000
1.5250,0,0.0000,-0.0000
1.5300,0,0.0000,-0.0000
1.5350,0,0.0000,-0.0000
1.5400,0,0.0000,-0.0000
1.5450,0,0.0000,-0.0000
1.5500,0,0.0000,-0.0000
1.5550,0,0.0000,-0.0000
1.5600,0,0.0000,-0.0000
1.5650,0,0.0000,-0.0000
1.5700,0,0.0000,-0.0000
1.5750,0,0.0000,-0.0000
1.5800,0,0.0000,-0.0000
1.5850,0,0.0000,-0.0000
1.5900,0,0.0000,-0.0000
1.5950,0,0.0000,0.0000
1.6000,0,0.0000,0.0000
1.6050,0,0.0000,0.0000
1.6100,0,0.0000,0.0000
1.6150,0,0.0000,0.0000
1.6200,0,0.0000,0.0000
1.6250,0,0.0000,0.0000
1.6300,0,0.0000,0.0000
1.6350,0,0.0000,0.0000
1.6400,0,0.0000,0.0000
1.6450,0,0.0000,0.0000
1.6500,0,0.0000,0.0000
1.6550,0,0.0000,0.0000
1.6600,0,0.0000,0.0000
1.6650,0,0.0000,-0.0000
1.6700,0,0.0000,-0.0000
1.6750,0,0.0000,-0.0000
1.6800,0,0.0000,-0.0000
1.6850,0,0.0000,-0.0000
1.6900,0,0.0000,-0.0000
1.6950,0,0.0000,-0.0000
1.7000,0,0.0000,-0.0000
1.7050,0,0.0000,-0.0000
1.7100,0,0.0000,-0.0000
1.7150,0,0.0000,-0.0000
1.7200,0,0.0000,-0.0000
1.7250,0,0.0000,-0.0000
1.7300,0,0.0000,-0.0000
1.7350,0,0.0000,0.0000
1.7400,0,0.0000,0.0000
1.7450,0,0.0000,0.0000
1.7500,0,0.0000,0.0000
1.7550,0,0.0000,0.0000
1.7600,0,0.0000,0.0000
1.7650,0,0.0000,0.0000
1.7700,0,0.0000,0.0000
1.7750,0,0.0000,0.0000
1.7800,0,0.0000,0.0000
1.7850,0,0.0000,0.0000
1.7900,0,0.0000,0.0000
1.7950,0,0.0000,0.0000
1.8000,0,0.0000,0.0000
1.8050,0,0.0000,-0.0000
1.8100,0,0.0000,-0.0000
1.8150,0,0.0000,-0.0000
1.8200,0,0.0000,-0.0000
1.8250,0,0.0000,-0.0000
1.8300,0,0.0000,-0.0000
1.8350,0,0.0000,-0.0000
1.8400,0,0.0000,-0.0000
1.8450,0,0.0000,-0.0000
1.8500,0,0.0000,-0.0000
1.8550,0,0.0000,-0.0000
1.8600,0,0.0000,-0.0000
1.8650,0,0.0000,-0.0000
1.8700,0,0.0000,-0.0000
1.8750,0,0.0000,0.0000
1.8800,0,0.0000,0.0000
1.8850,0,0.0000,0.0000
1.8900,0,0.0000,0.0000
1.8950,0,0.0000,0.0000
1.9000,0,0.0000,0.0000
1.9050,0,0.0000,0.0000
1.9100,0,0.0000,0.0000
1.9150,0,0.0000,0.0000
1.9200,0,0.0000,0.0000
1.9250,0,0.0000,0.0000
1.9300,0,0.0000,0.0000
1.9350,0,0.0000,0.0000
1.9400,0,0.0000,0.0000
1.9450,0,0.0000,-0.0000
1.9500,0,0.0000,-0.0000
1.9550,0,0.0000,-0.0000
1.9600,0,0.0000,-0.0000
1.9650,0,0.0000,-0.0000
1.9700,0,0.0000,-0.0000
1.9750,0,0.0000,-0.0000
1.9800,0,0.0000,-0.0000
1.9850,0,0.0000,-0.0000
1.9900,0,0.0000,-0.0000
1.9950,0,0.0000,-0.0000
2.0000,0,0.0000,-0.0000
2.0050,0,0.0000,-0.0000
2.0100,0,0.0000,-0.0000
2.0150,0,0.0000,0.0000
2.0200,0,0.0000,0.0000
2.0250,0,0.0000,0.0000
2.0300,0,0.0000,0.0000
2.0350,0,0.0000,0.0000
2.0400,0,0.0000,0.0000
2.0450,0,0.0000,0.0000
2.0500,0,0.0000,0.0000
2.0550,0,0.0000,0.0000
2.0600,0,0.0000,0.0000
2.0650,0,0.0000,0.0000
2.0700,0,0.0000,0.0000
2.0750,0,0.0000,0.0000
2.0800,0,0.0000,0.0000
2.0850,0,0.0000,-0.0000
2.0900,0,0.0000,-0.0000
2.0950,0,0.0000,-0.0000
2.1000,0,0.0000,-0.0000
2.1050,0,0.0000,-0.0000
2.1100,0,0.0000,-0.0000
2.1150,0,0.0000,-0.0000
2.1200,0,0.0000,-0.0000
2.1250,0,0.0000,-0.0000
2.1300,0,0.0000,-0.0000
2.1350,0,0.0000,-0.0000
2.1400,0,0.0000,-0.0000
2.1450,0,0.0000,-0.0000
2.1500,0,0.0000,-0.0000
2.1550,0,0.0000,0.0000
2.1600,0,0.0000,0.0000
2.1650,0,0.0000,0.0000
2.1700,0,0.0000,0.0000
2.1750,0,0.0000,0.0000
2.1800,0,0.0000,0.0000
2.1850,0,0.0000,0.0000
2.1900,0,0.0000,0.0000
2.1950,0,0.0000,0.0000
2.2000,0,0.0000,0.0000
2.2050,0,0.0000,0.0000
2.2100,0,0.0000,0.0000
2.2150,0,0.0000,0.0000
2.2200,0,0.0000,0.0000
2.2250,0,0.0000,-0.0000
2.2300,0,0.0000,-0.0000
2.2350,0,0.0000,-0.0000
2.2400,0,0.0000,-0.0000
2.2450,0,0.0000,-0.0000
2.2500,0,0.0000,-0.0000
2.2550,0,0.0000,-0.0000
2.2600,0,0.0000,-0.0000
2.2650,0,0.0000,-0.0000
2.2700,0,0.0000,-0.0000
2.2750,0,0.0000,-0.0000
2.2800,0,0.0000,-0.0000
2.2850,0,0.0000,-0.0000
2.2900,0,0.0000,0.0000
2.2950,0,0.0000,0.0000
2.3000,0,0.0000,0.0000
2.3050,0,0.0000,0.0000
2.3100,0,0.0000,0.0000
2.3150,0,0.0000,0.0000
2.3200,0,0.0000,0.0000
2.3250,0,0.0000,0.0000
2.3300,0,0.0000,0.0000
2.3350,0,0.0000,0.0000
2.3400,0,0.0000,0.0000
2.3450,0,0.0000,0.0000
2.3500,0,0.0000,0.0000
2.3550,0,0.0000,0.0000
2.3600,0,0.0000,-0.0000
2.3650,0,0.0000,-0.0000
2.3700,0,0.0000,-0.0000
2.3750,0,0.0000,-0.0000
2.3800,0,0.0000,-0.0000
2.3850,0,0.0000,-0.0000
2.3900,0,0.0000,-0.0000
2.3950,0,0.0000,-0.0000
2.4000,0,0.0000,-0.0000
2.4050,0,0.0000,-0.0000
2.4100,0,0.0000,-0.0000
2.4150,0,0.0000,-0.0000
2.4200,0,0.0000,-0.0000
2.4250,0,0.0000,-0.0000
2.4300,0,0.0000,0.0000
2.4350,0,0.0000,0.0000
2.4400,0,0.0000,0.0000
2.4450,0,0.0000,0.0000
2.4500,0,0.0000,0.0000
2.4550,0,0.0000,0.0000
2.4600,0,0.0000,0.0000
2.4650,0,0.0000,0.0000
2.4700,0,0.0000,0.0000
2.4750,0,0.0000,0.0000
2.4800,0,0.0000,0.0000
2.4850,0,0.0000,0.0000
2.4900,0,0.0000,0.0000
2.4950,0,0.0000,0.0000
2.5000,0,0.0000,-0.0000
2.5050,0,0.0000,-0.0000
2.5100,0,0.0000,-0.0000
2.5150,0,0.0000,-0.0000
2.5200,0,0.0000,-0.0000
2.5250,0,0.0000,-0.0000
2.5300,0,0.0000,-0.0000
2.5350,0,0.0000,-0.0000
2.5400,0,0.0000,-0.0000
2.5450,0,0.0000,-0.0000
2.5500,0,0.0000,-0.0000
2.5550,0,0.0000,-0.0000
2.5600,0,0.0000,-0.0000
2.5650,0,0.0000,-0.0000
2.5700,0,0.0000,0.0000
2.5750,0,0.0000,0.0000
2.5800,0,0.0000,0.0000
2.5850,0,0.0000,0.0000
2.5900,0,0.0000,0.0000
2.5950,0,0.0000,0.0000
2.6000,0,0.0000,0.0000
2.6050,0,0.0000,0.0000
2.6100,0,0.0000,0.0000
2.6150,0,0.0000,0.0000
2.6200,0,0.0000,0.0000
2.6250,0,0.0000,0.0000
2.6300,0,0.0000,0.0000
2.6350,0,0.0000,0.0000
2.6400,0,0.0000,-0.0000
2.6450,0,0.0000,-0.0000
2.6500,0,0.0000,-0.0000
2.6550,0,0.0000,-0.0000
2.6600,0,0.0000,-0.0000
2.6650,0,0.0000,-0.0000
2.6700,0,0.0000,-0.0000
2.6750,0,0.0000,-0.0000
2.6800,0,0.0000,-0.0000
2.6850,0,0.0000,-0.0000
2.6900,0,0.0000,-0.0000
2.6950,0,0.0000,-0.0000
2.7000,0,0.0000,-0.0000
2.7050,0,0.0000,-0.0000
2.7100,0,0.0000,0.0000
2.7150,0,0.0000,0.0000
2.7200,0,0.0000,0.0000
2.7250,0,0.0000,0.0000
2.7300,0,0.0000,0.0001
2.7350,0,0.0000,0.0001
2.7400,0,0.0000,0.0001
2.7450,0,0.0000,0.0001
2.7500,0,0.0000,0.0001
2.7550,0,0.0000,0.0001
2.7600,0,0.0000,0.0002
2.7650,0,0.0000,0.0001
2.7700,0,0.0000,0.0001
2.7750,0,0.0000,0.0000
2.7800,0,0.0000,-0.0001
2.7850,0,0.0000,-0.0002
2.7900,0,0.0000,-0.0005
2.7950,0,0.0000,-0.0008
2.8000,0,0.0000,-0.0012
2.8050,0,0.0000,-0.0016
2.8100,0,0.0000,-0.0021
2.8150,0,0.0000,-0.0026
2.8200,0,0.0000,-0.0030
2.8250,0,0.0000,-0.0033
2.8300,0,0.0000,-0.0034
2.8350,0,0.0000,-0.0031
2.8400,0,0.0000,-0.0022
2.8450,0,0.0000,-0.0006
2.8500,0,0.0000,0.0020
2.8550,0,0.0000,0.0059
2.8600,0,0.0000,0.0111
2.8650,0,0.0000,0.0178
2.8700,0,0.0000,0.0261
2.8750,0,0.0000,0.0358
2.8800,0,0.0000,0.0464
2.8850,0,0.0000,0.0571
2.8900,0,0.0000,0.0666
2.8950,0,0.0000,0.0731
2.9000,0,0.0000,0.0741
2.9050,0,0.0000,0.0664
2.9100,0,0.0000,0.0461
2.9150,0,0.0000,0.0086
2.9200,0,0.0000,-0.0510
2.9250,0,0.0000,-0.1374
2.9300,0,0.0000,-0.2550
2.9350,0,0.0000,-0.4064
2.9400,0,0.0000,-0.5915
2.9450,0,0.0000,-0.8061
2.9500,0,0.0000,-1.0397
2.9550,0,0.0000,-1.2738
2.9600,0,0.0000,-1.4791
2.9650,0,0.0000,-1.6140
2.9700,0,0.0000,-1.6222
2.9750,0,0.0000,-1.4317
2.9800,0,0.0000,-0.9555
2.9850,0,0.0000,-0.0932
2.9900,0,0.0000,1.2629
2.9950,0,0.0000,3.2193
3.0000,44,0.0000,5.8664
3.0050,44,0.0000,9.2589
3.0100,44,0.0000,13.3889
3.0150,44,25.6400,18.1674
3.0200,44,25.6400,23.4483
3.0250,44,25.6400,29.0775
3.0300,44,51.2800,34.9211
3.0350,44,25.6400,40.8741
3.0400,44,51.2800,46.8505
3.0450,44,51.2800,52.7559
3.0500,44,76.9200,58.4924
3.0550,44,51.2800,63.9966
3.0600,44,76.9200,69.2467
3.0650,44,76.9200,74.2390
3.0700,44,76.9200,78.9841
3.0750,44,76.9200,83.5045
3.0800,44,102.5600,87.8194
3.0850,44,76.9200,91.9470
3.0900,44,102.5600,95.9099
3.0950,44,102.5600,99.7252
3.1000,44,102.5600,103.4135
3.1050,44,102.5600,107.0081
3.1100,44,102.5600,110.5343
3.1150,44,128.2100,113.9892
3.1200,44,102.5600,117.3545
3.1250,44,128.2100,120.6102
3.1300,44,128.2100,123.7332
3.1350,44,128.2100,126.7131
3.1400,44,128.2100,129.5690
3.1450,44,128.2100,132.3357
3.1500,44,128.2100,135.0350
3.1550,44,153.8500,137.6632
3.1600,44,128.2100,140.2133
3.1650,44,153.8500,142.6961
3.1700,44,128.2100,145.1310
3.1750,44,153.8500,147.5210
3.1800,44,153.8500,149.8441
3.1850,44,153.8500,152.0778
3.1900,44,153.8500,154.2244
3.1950,44,153.8500,156.3042
3.2000,44,153.8500,158.3342
3.2050,44,153.8500,160.3071
3.2100,44,179.4900,162.1867
3.2150,44,153.8500,163.9369
3.2200,44,179.4900,165.5510
3.2250,44,153.8500,167.0509
3.2300,44,179.4900,168.4700
3.2350,44,153.8500,169.8384
3.2400,44,179.4900,171.1683
3.2450,44,179.4900,172.4564
3.2500,44,179.4900,173.7189
3.2550,44,153.8500,175.0104
3.2600,44,179.4900,176.3792
3.2650,44,179.4900,177.8213
3.2700,44,179.4900,179.2995
3.2750,44,179.4900,180.7766
3.2800,44,179.4900,182.2178
3.2850,44,179.4900,183.5751
3.2900,44,205.1300,184.7899
3.2950,44,179.4900,185.8275
3.3000,44,179.4900,186.6979
3.3050,44,205.1300,187.4282
3.3100,44,179.4900,188.0549
3.3150,44,179.4900,188.6314
3.3200,44,205.1300,189.2061
3.3250,44,179.4900,189.8160
3.3300,44,179.4900,190.4968
3.3350,44,205.1300,191.2606
3.3400,44,179.4900,192.0891
3.3450,44,205.1300,192.9580
3.3500,44,179.4900,193.8448
3.3550,44,205.1300,194.7209
3.3600,44,205.1300,195.5579
3.3650,44,179.4900,196.3520
3.3700,44,205.1300,197.1153
3.3750,44,205.1300,197.8517
3.3800,44,179.4900,198.5649
3.3850,44,205.1300,199.2517
3.3900,44,205.1300,199.8783
3.3950,44,205.1300,200.4057
3.4000,44,205.1300,200.8322
3.4050,44,205.1300,201.2041
3.4100,44,179.4900,201.5952
3.4150,44,205.1300,202.0541
3.4200,44,205.1300,202.5679
3.4250,44,205.1300,203.0899
3.4300,44,205.1300,203.5830
3.4350,44,205.1300,204.0309
3.4400,44,205.1300,204.4329
3.4450,44,205.1300,204.7996
3.4500,44,205.1300,205.1489
3.4550,44,205.1300,205.5021
3.4600,44,205.1300,205.8802
3.4650,44,205.1300,206.3005
3.4700,44,205.1300,206.7723
3.4750,44,205.1300,207.2931
3.4800,44,205.1300,207.8435
3.4850,44,205.1300,208.3822
3.4900,44,230.7700,208.8567
3.4950,44,205.1300,209.2469
3.5000,44,205.1300,209.5920
3.5050,44,205.1300,209.9546
3.5100,44,205.1300,210.3687
3.5150,44,205.1300,210.8191
3.5200,44,230.7700,211.2542
3.5250,44,205.1300,211.6294
3.5300,44,205.1300,211.9357
3.5350,44,230.7700,212.1798
3.5400,44,205.1300,212.3805
3.5450,44,205.1300,212.5830
3.5500,44,205.1300,212.8238
3.5550,44,230.7700,213.0966
3.5600,44,205.1300,213.3819
3.5650,44,205.1300,213.6768
3.5700,44,230.7700,213.9759
3.5750,44,205.1300,214.2684
3.5800,44,205.1300,214.5514
3.5850,44,230.7700,214.8105
3.5900,44,205.1300,215.0175
3.5950,44,230.7700,215.1597
3.6000,44,205.1300,215.2543
3.6050,44,205.1300,215.3308
3.6100,44,230.7700,215.3973
3.6150,44,205.1300,215.4403
3.6200,44,230.7700,215.4556
3.6250,44,205.1300,215.4646
3.6300,44,205.1300,215.4978
3.6350,44,230.7700,215.5618
3.6400,44,205.1300,215.6399
3.6450,44,230.7700,215.7228
3.6500,44,205.1300,215.8246
3.6550,44,205.1300,215.9656
3.6600,44,230.7700,216.1389
3.6650,44,205.1300,216.3089
3.6700,44,230.7700,216.4424
3.6750,44,205.1300,216.5226
3.6800,44,230.7700,216.5483
3.6850,44,205.1300,216.5330
3.6900,44,230.7700,216.5043
3.6950,44,205.1300,216.5042
3.7000,44,205.1300,216.5732
3.7050,44,230.7700,216.7172
3.7100,44,205.1300,216.9077
3.7150,44,230.7700,217.1118
3.7200,44,205.1300,217.3073
3.7250,44,230.7700,217.4804
3.7300,44,205.1300,217.6238
3.7350,44,230.7700,217.7352
3.7400,44,205.1300,217.8156
3.7450,44,230.7700,217.8686
3.7500,44,205.1300,217.8989
3.7550,44,230.7700,217.9124
3.7600,44,205.1300,217.9156
3.7650,44,230.7700,217.9153
3.7700,44,205.1300,217.9186
3.7750,44,230.7700,217.9333
3.7800,44,205.1300,217.9670
3.7850,44,230.7700,218.0277
3.7900,44,205.1300,218.1229
3.7950,44,230.7700,218.2593
3.8000,44,205.1300,218.4415
3.8050,44,230.7700,218.6709
3.8100,44,205.1300,218.9436
3.8150,44,230.7700,219.2483
3.8200,44,205.1300,219.5636
3.8250,44,230.7700,219.8547
3.8300,44,230.7700,220.0872
3.8350,44,205.1300,220.2560
3.8400,44,230.7700,220.3832
3.8450,44,205.1300,220.4839
3.8500,44,230.7700,220.5491
3.8550,44,230.7700,220.5605
3.8600,44,205.1300,220.5223
3.8650,44,230.7700,220.4610
3.8700,44,205.1300,220.3935
3.8750,44,230.7700,220.3115
3.8800,44,230.7700,220.1982
3.8850,44,205.1300,220.0617
3.8900,44,230.7700,219.9360
3.8950,44,205.1300,219.8496
3.9000,44,230.7700,219.8113
3.9050,44,205.1300,219.8101
3.9100,44,230.7700,219.8165
3.9150,44,230.7700,219.7979
3.9200,44,205.1300,219.7519
3.9250,44,230.7700,219.7056
3.9300,44,205.1300,219.6844
3.9350,44,230.7700,219.6957
3.9400,44,205.1300,219.7295
3.9450,44,230.7700,219.7579
3.9500,44,230.7700,219.7514
3.9550,44,205.1300,219.7107
3.9600,44,230.7700,219.6672
3.9650,44,205.1300,219.6504
3.9700,44,230.7700,219.6726
3.9750,44,205.1300,219.7287
3.9800,44,230.7700,219.7961
3.9850,44,230.7700,219.8505
3.9900,44,205.1300,219.8972
3.9950,44,230.7700,219.9711
4.0000,44,205.1300,220.1032
